"sample","campaignid","direction","broad.ascidians","broad.black.octocorals","broad.bryozoa","broad.consolidated","broad.hydroids","broad.invertebrate.complex","broad.macroalgae","broad.matrix","broad.octocoral.black","broad.seagrasses","broad.sponges","broad.stony.corals","broad.unconsolidated","broad.total.points.annotated","latitude","longitude","date","site","location","successful.count"
"22","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1033,114.745,"20210310",NA,"South-west Corner","Yes"
"22","2021-03_West-Coast_BOSS","N",0,0,0,0,1,0,0,0,0,0,0,0,9,10,-34.1033,114.745,"20210310",NA,"South-west Corner","Yes"
"22","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1033,114.745,"20210310",NA,"South-west Corner","Yes"
"22","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.1033,114.745,"20210310",NA,"South-west Corner","Yes"
"221","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,7,0,0,13,0,0,0,20,-33.5228,115.4102,"20210305",NA,"Geographe",""
"221","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,3,0,0,8,0,0,8,19,-33.5228,115.4102,"20210305",NA,"Geographe",""
"221","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,12,0,0,6,0,0,2,20,-33.5228,115.4102,"20210305",NA,"Geographe",""
"221","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,10,0,0,10,0,0,0,20,-33.5228,115.4102,"20210305",NA,"Geographe",""
"223","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5182,115.3851,"20210305",NA,"Geographe",""
"223","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5182,115.3851,"20210305",NA,"Geographe",""
"223","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,4,0,0,15,0,0,1,20,-33.5182,115.3851,"20210305",NA,"Geographe",""
"223","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5182,115.3851,"20210305",NA,"Geographe",""
"224","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5461,115.334,"20210304",NA,"Geographe",""
"224","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,2,0,0,18,0,0,0,20,-33.5461,115.334,"20210304",NA,"Geographe",""
"224","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,2,0,0,18,0,0,0,20,-33.5461,115.334,"20210304",NA,"Geographe",""
"224","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,15,0,0,4,20,-33.5461,115.334,"20210304",NA,"Geographe",""
"225","2021-03_Geographe_BOSS","E",0,0,0,2,0,0,5,0,0,12,1,0,0,20,-33.5711,115.3051,"20210303",NA,"Geographe",""
"225","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5711,115.3051,"20210303",NA,"Geographe",""
"225","2021-03_Geographe_BOSS","S",0,0,0,12,0,0,7,0,0,1,0,0,0,20,-33.5711,115.3051,"20210303",NA,"Geographe",""
"225","2021-03_Geographe_BOSS","W",0,0,0,2,0,0,8,0,0,9,1,0,0,20,-33.5711,115.3051,"20210303",NA,"Geographe",""
"226","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,19,0,0,0,1,0,0,20,-33.5062,115.4327,"20210305",NA,"Geographe",""
"226","2021-03_Geographe_BOSS","N",0,0,0,1,0,0,10,0,0,9,0,0,0,20,-33.5062,115.4327,"20210305",NA,"Geographe",""
"226","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,19,0,0,0,0,0,0,19,-33.5062,115.4327,"20210305",NA,"Geographe",""
"226","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,20,0,0,0,0,0,0,20,-33.5062,115.4327,"20210305",NA,"Geographe",""
"227","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,2,0,0,10,0,0,7,19,-33.5687,115.362,"20210304",NA,"Geographe",""
"227","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,15,0,0,4,19,-33.5687,115.362,"20210304",NA,"Geographe",""
"227","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,2,0,0,18,0,0,0,20,-33.5687,115.362,"20210304",NA,"Geographe",""
"227","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,5,0,0,10,0,0,5,20,-33.5687,115.362,"20210304",NA,"Geographe",""
"23","2021-03_Geographe_BOSS","E",0,0,0,11,0,0,9,0,0,0,0,0,0,20,-33.5438,115.3832,"20210304",NA,"Geographe",""
"23","2021-03_Geographe_BOSS","N",0,0,0,2,0,0,12,0,0,4,0,0,0,18,-33.5438,115.3832,"20210304",NA,"Geographe",""
"23","2021-03_Geographe_BOSS","S",0,0,0,4,0,0,3,0,0,13,0,0,0,20,-33.5438,115.3832,"20210304",NA,"Geographe",""
"23","2021-03_Geographe_BOSS","W",0,0,0,2,0,0,14,0,0,4,0,0,0,20,-33.5438,115.3832,"20210304",NA,"Geographe",""
"23","2021-03_West-Coast_BOSS","E",0,0,0,4,0,0,13,0,0,0,0,0,3,20,-34.0829,114.899,"20210308",NA,"South-west Corner","Yes"
"23","2021-03_West-Coast_BOSS","N",0,0,0,1,0,0,13,0,0,0,1,0,1,16,-34.0829,114.899,"20210308",NA,"South-west Corner","Yes"
"23","2021-03_West-Coast_BOSS","S",0,0,0,2,0,0,14,0,0,0,0,0,2,18,-34.0829,114.899,"20210308",NA,"South-west Corner","Yes"
"23","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,18,0,0,0,0,0,1,19,-34.0829,114.899,"20210308",NA,"South-west Corner","Yes"
"230","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,3,0,0,17,0,0,0,20,-33.5723,115.2482,"20210303",NA,"Geographe","Y"
"230","2021-03_Geographe_BOSS","N",0,0,0,1,0,0,3,0,0,12,0,0,4,20,-33.5723,115.2482,"20210303",NA,"Geographe","Y"
"230","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,6,0,0,14,0,0,0,20,-33.5723,115.2482,"20210303",NA,"Geographe","Y"
"230","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,14,0,0,0,0,0,6,20,-33.5723,115.2482,"20210303",NA,"Geographe","Y"
"231","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,9,0,0,9,0,0,2,20,-33.4895,115.4519,"20210305",NA,"Geographe",""
"231","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,12,0,0,6,0,0,0,18,-33.4895,115.4519,"20210305",NA,"Geographe",""
"231","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,2,0,0,17,0,0,1,20,-33.4895,115.4519,"20210305",NA,"Geographe",""
"231","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,19,0,0,1,20,-33.4895,115.4519,"20210305",NA,"Geographe",""
"232","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,1,0,0,18,1,0,0,20,-33.5914,115.2502,"20210303",NA,"Geographe",""
"232","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5914,115.2502,"20210303",NA,"Geographe",""
"232","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.5914,115.2502,"20210303",NA,"Geographe",""
"232","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5914,115.2502,"20210303",NA,"Geographe",""
"234","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,1,0,0,7,0,0,12,20,-33.5264,115.3652,"20210304",NA,"Geographe",""
"234","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,18,0,0,2,20,-33.5264,115.3652,"20210304",NA,"Geographe",""
"234","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,9,0,0,10,20,-33.5264,115.3652,"20210304",NA,"Geographe",""
"234","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,9,0,0,11,20,-33.5264,115.3652,"20210304",NA,"Geographe",""
"235","2021-03_Geographe_BOSS","E",0,0,0,2,0,0,14,0,0,4,0,0,0,20,-33.5144,115.4159,"20210305",NA,"Geographe",""
"235","2021-03_Geographe_BOSS","N",0,0,0,1,0,0,15,0,0,1,0,0,1,18,-33.5144,115.4159,"20210305",NA,"Geographe",""
"235","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,17,0,0,3,0,0,0,20,-33.5144,115.4159,"20210305",NA,"Geographe",""
"235","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,17,0,0,1,0,0,0,18,-33.5144,115.4159,"20210305",NA,"Geographe",""
"236","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5413,115.2891,"20210303",NA,"Geographe",""
"236","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5413,115.2891,"20210303",NA,"Geographe",""
"236","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5413,115.2891,"20210303",NA,"Geographe",""
"236","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,0,0,0,19,20,-33.5413,115.2891,"20210303",NA,"Geographe",""
"237","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5584,115.1561,"20210302",NA,"Geographe","Y"
"237","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5584,115.1561,"20210302",NA,"Geographe","Y"
"237","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5584,115.1561,"20210302",NA,"Geographe","Y"
"237","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5584,115.1561,"20210302",NA,"Geographe","Y"
"238","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,1,0,0,19,20,-33.5795,115.3073,"20210303",NA,"Geographe",""
"238","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,0,0,0,20,20,-33.5795,115.3073,"20210303",NA,"Geographe",""
"238","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,2,0,0,17,20,-33.5795,115.3073,"20210303",NA,"Geographe",""
"238","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,2,0,0,17,20,-33.5795,115.3073,"20210303",NA,"Geographe",""
"239","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,2,0,0,15,0,0,3,20,-33.5843,115.1935,"20210302",NA,"Geographe","y"
"239","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5843,115.1935,"20210302",NA,"Geographe","y"
"239","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,12,0,0,6,19,-33.5843,115.1935,"20210302",NA,"Geographe","y"
"239","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.5843,115.1935,"20210302",NA,"Geographe","y"
"24","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,10,0,0,7,0,0,3,20,-33.5361,115.3901,"20210305",NA,"Geographe",""
"24","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,10,0,0,7,0,0,2,19,-33.5361,115.3901,"20210305",NA,"Geographe",""
"24","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,2,0,0,18,0,0,0,20,-33.5361,115.3901,"20210305",NA,"Geographe",""
"24","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,2,0,0,18,0,0,0,20,-33.5361,115.3901,"20210305",NA,"Geographe",""
"24","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,16,0,0,5,0,0,0,21,-34.1347,114.923,"20210308",NA,"South-west Corner","Yes"
"24","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,12,0,0,0,0,0,0,12,-34.1347,114.923,"20210308",NA,"South-west Corner","Yes"
"24","2021-03_West-Coast_BOSS","S",0,0,0,1,0,0,15,0,0,4,0,0,0,20,-34.1347,114.923,"20210308",NA,"South-west Corner","Yes"
"24","2021-03_West-Coast_BOSS","W",0,0,0,1,0,0,11,0,0,8,0,0,0,20,-34.1347,114.923,"20210308",NA,"South-west Corner","Yes"
"240","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,14,0,0,3,0,0,3,20,-33.5015,115.3972,"20210305",NA,"Geographe",""
"240","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,1,0,0,11,0,0,0,12,-33.5015,115.3972,"20210305",NA,"Geographe",""
"240","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,12,0,0,8,0,0,0,20,-33.5015,115.3972,"20210305",NA,"Geographe",""
"240","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,16,0,0,1,0,0,0,17,-33.5015,115.3972,"20210305",NA,"Geographe",""
"241","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,3,0,0,15,1,0,1,20,-33.5293,115.3462,"20210304",NA,"Geographe",""
"241","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,19,0,0,0,19,-33.5293,115.3462,"20210304",NA,"Geographe",""
"241","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,16,0,0,3,1,0,0,20,-33.5293,115.3462,"20210304",NA,"Geographe",""
"241","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,16,0,0,3,0,0,0,19,-33.5293,115.3462,"20210304",NA,"Geographe",""
"242","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,8,0,0,0,0,0,12,20,-33.577,115.3548,"20210304",NA,"Geographe",""
"242","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,3,0,0,7,0,0,10,20,-33.577,115.3548,"20210304",NA,"Geographe",""
"242","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,17,0,0,3,20,-33.577,115.3548,"20210304",NA,"Geographe",""
"242","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,15,0,0,4,20,-33.577,115.3548,"20210304",NA,"Geographe",""
"244","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,2,0,0,17,0,0,1,20,-33.604,115.2784,"20210303",NA,"Geographe",""
"244","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.604,115.2784,"20210303",NA,"Geographe",""
"244","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,5,0,0,14,0,0,1,20,-33.604,115.2784,"20210303",NA,"Geographe",""
"244","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.604,115.2784,"20210303",NA,"Geographe",""
"245","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5665,115.3171,"20210303",NA,"Geographe",""
"245","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,14,0,0,4,2,0,0,20,-33.5665,115.3171,"20210303",NA,"Geographe",""
"245","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,15,0,0,5,0,0,0,20,-33.5665,115.3171,"20210303",NA,"Geographe",""
"245","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,12,0,0,7,1,0,0,20,-33.5665,115.3171,"20210303",NA,"Geographe",""
"247","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,8,0,0,6,0,0,6,20,-33.5845,115.2409,"20210303",NA,"Geographe",""
"247","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,3,0,0,11,0,0,6,20,-33.5845,115.2409,"20210303",NA,"Geographe",""
"247","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,7,0,0,10,0,0,3,20,-33.5845,115.2409,"20210303",NA,"Geographe",""
"247","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,16,0,0,4,20,-33.5845,115.2409,"20210303",NA,"Geographe",""
"248","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,16,0,0,2,0,0,1,19,-33.5017,115.4446,"20210305",NA,"Geographe",""
"248","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,7,0,0,13,0,0,0,20,-33.5017,115.4446,"20210305",NA,"Geographe",""
"248","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,9,0,0,11,0,0,0,20,-33.5017,115.4446,"20210305",NA,"Geographe",""
"248","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,6,0,0,14,0,0,0,20,-33.5017,115.4446,"20210305",NA,"Geographe",""
"25","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,8,0,0,12,0,0,0,20,-33.565,115.3759,"20210304",NA,"Geographe",""
"25","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.565,115.3759,"20210304",NA,"Geographe",""
"25","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,3,0,0,17,0,0,0,20,-33.565,115.3759,"20210304",NA,"Geographe",""
"25","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,8,0,0,10,0,0,2,20,-33.565,115.3759,"20210304",NA,"Geographe",""
"25","2021-03_West-Coast_BOSS","E",0,0,0,0,1,0,0,0,0,0,14,0,5,20,-34.0626,114.765,"20210311",NA,"South-west Corner","Yes"
"25","2021-03_West-Coast_BOSS","N",0,0,0,4,0,0,0,0,0,0,8,0,2,14,-34.0626,114.765,"20210311",NA,"South-west Corner","Yes"
"25","2021-03_West-Coast_BOSS","S",0,0,0,3,1,2,0,0,0,0,9,0,5,20,-34.0626,114.765,"20210311",NA,"South-west Corner","Yes"
"25","2021-03_West-Coast_BOSS","W",0,0,0,6,0,1,0,0,0,0,10,0,3,20,-34.0626,114.765,"20210311",NA,"South-west Corner","Yes"
"26","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,1,0,0,16,0,0,3,20,-33.5479,115.4037,"20210305",NA,"Geographe",""
"26","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,8,0,0,12,0,0,0,20,-33.5479,115.4037,"20210305",NA,"Geographe",""
"26","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,5,0,0,12,0,0,3,20,-33.5479,115.4037,"20210305",NA,"Geographe",""
"26","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,7,0,0,10,0,0,3,20,-33.5479,115.4037,"20210305",NA,"Geographe",""
"26","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,20,0,0,0,0,0,0,20,-34.1003,114.844,"20210309",NA,"South-west Corner","Yes"
"26","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,7,0,0,0,0,0,13,20,-34.1003,114.844,"20210309",NA,"South-west Corner","Yes"
"26","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,18,0,0,2,0,0,0,20,-34.1003,114.844,"20210309",NA,"South-west Corner","Yes"
"26","2021-03_West-Coast_BOSS","W",0,0,0,4,0,0,16,0,0,0,0,0,0,20,-34.1003,114.844,"20210309",NA,"South-west Corner","Yes"
"27","2021-03_Geographe_BOSS","E",0,0,0,2,0,0,3,0,0,14,0,0,0,19,-33.5593,115.3862,"20210304",NA,"Geographe",""
"27","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5593,115.3862,"20210304",NA,"Geographe",""
"27","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.5593,115.3862,"20210304",NA,"Geographe",""
"27","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5593,115.3862,"20210304",NA,"Geographe",""
"27","2021-03_West-Coast_BOSS","E",0,0,0,1,0,0,15,0,0,1,1,0,1,19,-34.0521,114.789,"20210311",NA,"South-west Corner","Yes"
"27","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,12,0,0,1,0,0,1,14,-34.0521,114.789,"20210311",NA,"South-west Corner","Yes"
"27","2021-03_West-Coast_BOSS","S",0,0,0,2,0,0,12,0,0,0,0,0,0,14,-34.0521,114.789,"20210311",NA,"South-west Corner","Yes"
"27","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,14,0,0,0,0,0,1,15,-34.0521,114.789,"20210311",NA,"South-west Corner","Yes"
"28","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,7,0,0,11,0,0,2,20,-33.5517,115.3933,"20210305",NA,"Geographe",""
"28","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,2,0,0,8,0,0,3,13,-33.5517,115.3933,"20210305",NA,"Geographe",""
"28","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,2,0,0,8,0,0,10,20,-33.5517,115.3933,"20210305",NA,"Geographe",""
"28","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,2,0,0,18,0,0,0,20,-33.5517,115.3933,"20210305",NA,"Geographe",""
"28","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,11,0,0,1,6,0,1,19,-34.0995,114.923,"20210308",NA,"South-west Corner","Yes"
"28","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,12,0,0,7,1,0,0,20,-34.0995,114.923,"20210308",NA,"South-west Corner","Yes"
"28","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,12,0,0,2,4,0,0,18,-34.0995,114.923,"20210308",NA,"South-west Corner","Yes"
"28","2021-03_West-Coast_BOSS","W",0,0,0,1,0,0,9,0,0,4,1,0,4,19,-34.0995,114.923,"20210308",NA,"South-west Corner","Yes"
"29","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,4,0,0,16,0,0,0,20,-33.5283,115.3852,"20210305",NA,"Geographe",""
"29","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.5283,115.3852,"20210305",NA,"Geographe",""
"29","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5283,115.3852,"20210305",NA,"Geographe",""
"29","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.5283,115.3852,"20210305",NA,"Geographe",""
"29","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,4,0,0,0,2,0,11,17,-34.1266,114.784,"20210311",NA,"South-west Corner","Yes"
"29","2021-03_West-Coast_BOSS","N",0,0,0,1,1,0,3,0,0,0,1,0,14,20,-34.1266,114.784,"20210311",NA,"South-west Corner","Yes"
"29","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,4,0,0,0,3,0,5,12,-34.1266,114.784,"20210311",NA,"South-west Corner","Yes"
"29","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,2,0,0,0,4,0,14,20,-34.1266,114.784,"20210311",NA,"South-west Corner","Yes"
"3","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,2,0,0,14,0,0,4,20,-33.5606,115.3734,"20210304",NA,"Geographe",""
"3","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,6,0,0,7,0,0,7,20,-33.5606,115.3734,"20210304",NA,"Geographe",""
"3","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,0,0,0,17,0,0,3,20,-33.5606,115.3734,"20210304",NA,"Geographe",""
"3","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,3,0,0,11,0,0,6,20,-33.5606,115.3734,"20210304",NA,"Geographe",""
"3","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,18,0,0,1,0,0,0,19,-34.0789,114.851,"20210309",NA,"South-west Corner","Yes"
"3","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,19,0,0,1,0,0,0,20,-34.0789,114.851,"20210309",NA,"South-west Corner","Yes"
"3","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,13,0,0,4,0,0,2,19,-34.0789,114.851,"20210309",NA,"South-west Corner","Yes"
"3","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,18,0,0,1,0,0,1,20,-34.0789,114.851,"20210309",NA,"South-west Corner","Yes"
"30","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,1,0,0,19,0,0,0,20,-33.5572,115.3709,"20210304",NA,"Geographe",""
"30","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,0,0,0,18,0,0,0,18,-33.5572,115.3709,"20210304",NA,"Geographe",""
"30","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,5,0,0,15,0,0,0,20,-33.5572,115.3709,"20210304",NA,"Geographe",""
"30","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,10,0,0,9,0,0,0,19,-33.5572,115.3709,"20210304",NA,"Geographe",""
"30","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,15,0,0,1,0,0,0,16,-34.1256,114.915,"20210308",NA,"South-west Corner","Yes"
"30","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,15,0,0,4,1,0,0,20,-34.1256,114.915,"20210308",NA,"South-west Corner","Yes"
"30","2021-03_West-Coast_BOSS","S",0,0,0,0,0,0,13,0,0,6,0,0,1,20,-34.1256,114.915,"20210308",NA,"South-west Corner","Yes"
"30","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,13,0,0,4,1,0,2,20,-34.1256,114.915,"20210308",NA,"South-west Corner","Yes"
"31","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,16,0,0,1,0,0,3,20,-33.5401,115.3987,"20210305",NA,"Geographe",""
"31","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,10,0,0,7,0,0,3,20,-33.5401,115.3987,"20210305",NA,"Geographe",""
"31","2021-03_Geographe_BOSS","S",0,0,0,0,0,0,3,0,0,17,0,0,0,20,-33.5401,115.3987,"20210305",NA,"Geographe",""
"31","2021-03_Geographe_BOSS","W",0,0,0,0,0,0,9,0,0,10,0,0,0,19,-33.5401,115.3987,"20210305",NA,"Geographe",""
"31","2021-03_West-Coast_BOSS","E",0,0,0,2,0,0,11,0,0,3,0,0,2,18,-34.061,114.806,"20210311",NA,"South-west Corner","Yes"
"31","2021-03_West-Coast_BOSS","N",0,0,0,0,0,0,8,0,0,12,0,0,0,20,-34.061,114.806,"20210311",NA,"South-west Corner","Yes"
"31","2021-03_West-Coast_BOSS","S",0,0,0,16,0,0,1,0,0,0,2,0,1,20,-34.061,114.806,"20210311",NA,"South-west Corner","Yes"
"31","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,14,0,0,3,2,0,1,20,-34.061,114.806,"20210311",NA,"South-west Corner","Yes"
"32","2021-03_Geographe_BOSS","E",0,0,0,2,0,0,10,0,0,8,0,0,0,20,-33.5546,115.3778,"20210304",NA,"Geographe",""
"32","2021-03_Geographe_BOSS","N",0,0,0,0,0,0,2,0,0,18,0,0,0,20,-33.5546,115.3778,"20210304",NA,"Geographe",""
"32","2021-03_Geographe_BOSS","S",0,0,0,2,0,0,5,0,0,13,0,0,0,20,-33.5546,115.3778,"20210304",NA,"Geographe",""
"32","2021-03_Geographe_BOSS","W",0,0,0,2,0,0,7,0,0,11,0,0,0,20,-33.5546,115.3778,"20210304",NA,"Geographe",""
"32","2021-03_West-Coast_BOSS","E",0,0,0,0,0,0,10,0,0,1,0,0,7,18,-34.1125,114.921,"20210308",NA,"South-west Corner","Yes"
"32","2021-03_West-Coast_BOSS","N",0,0,0,1,0,0,15,0,0,3,1,0,0,20,-34.1125,114.921,"20210308",NA,"South-west Corner","Yes"
"32","2021-03_West-Coast_BOSS","S",0,0,0,1,0,0,8,0,0,9,1,0,1,20,-34.1125,114.921,"20210308",NA,"South-west Corner","Yes"
"32","2021-03_West-Coast_BOSS","W",0,0,0,0,0,0,12,0,0,5,1,0,2,20,-34.1125,114.921,"20210308",NA,"South-west Corner","Yes"
"33","2021-03_Geographe_BOSS","E",0,0,0,0,0,0,0,0,0,20,0,0,0,20,-33.549,115.3882,"20210304",NA,"Geographe",""
